who plays the voice of  e1  on family guy	tv tv character appeared in tv program tv regular tv appearance actor
what are 2 inventions  e1  is credited with creating	law inventor inventions
what county is  e1  located in	location hud county place county
what did  e1  write	tv tv actor starring roles tv regular tv appearance series
what team did  e1  play for	sports drafted athlete drafted sports sports league draft pick team
what kind of money should i take to  e1 	location country currency used
who does  e1  play for in 2009	sports drafted athlete drafted sports sports league draft pick team
what caused the  e1  financial crisis of 1998	military military combatant belongs to combatant group
what  e1  name her daughter	people person children
who played  e1  on all in the family	tv tv character appeared in tv program tv regular tv appearance actor
what is the major language spoken in  e1 	location country official language
what to do in  e1  in february	travel travel destination tourist attractions
what state did  e1  represent	people person places lived people place lived location
who is  e1 	people person profession
which  e1  is closest to the city center	travel transport terminus travel destinations served travel transportation transport terminus
what was  e1   s contributions to science	law inventor inventions
where does the  e1  play	sports sports team arena stadium
what inspired  e1  work	influence influence node influenced by
who plays  e1  in buffy the vampire slayer	cvg game character games cvg game performance voice actor
where is the parliament in  e1 	location country capital
when will  e1  compete	olympics olympic athlete medals won olympics olympic medal honor olympics
what is there to do in  e1 	travel travel destination tourist attractions
where did  e1  grow up	people person spouse s people marriage location of ceremony
where is  e1  located	location administrative division country
where is  e1  from	people person place of birth
what is the name of currency used in  e1 	location country currency used
what did  e1  die from	people deceased person cause of death
what county is  e1  in	location us county county seat
what state is  e1  located in	organization organization headquarters location mailing address citytown
where does  e1  language come from	language human language writing system
what team does  e1  play for 2012	sports pro athlete teams basketball basketball historical roster position team
what kind of money does  e1  use	location country currency used
what is the capital of  e1  state	location administrative division capital location administrative division capital relationship capital
what is there to do in  e1  california	location location containedby
where is port st lucie  e1  on the map	base biblioness bibs location country
what things did  e1  invent	law inventor inventions
when did  e1  die	film film subject films
when did  e1  originate	organization organization place founded
what inspired  e1 	influence influence node influenced by
where is  e1  headquarters	organization organization headquarters location mailing address state province region
where is  e1  from originally	people person places lived people place lived location
in what state did the bloody  e1  take place	time event locations
where did  e1  tornado hit	location hud county place county
where do  e1  people go to worship	religion religion types of places of worship
who played  e1  in star wars episode 4	tv tv character appeared in tv program tv regular tv appearance actor
what state did  e1  governor	people person places lived people place lived location
what are american  e1  terriers	biology animal breed breed of
what countries does  e1  export to	location statistical region places exported to location imports and exports exported to
what language do native  e1  indians speak	base schemastaging organization extra phone number base schemastaging phone sandbox service language
what are the official languages in  e1 	location country official language
what to do in  e1  this weekend with kids	travel travel destination tourist attractions
what team does  e1  play for	base schemastaging athlete extra salary base schemastaging athlete salary team
what is the name of  e1  brother	people person sibling s people sibling relationship sibling
who was  e1   s mother	people person parents
who played  e1  in star wars movies	tv tv character appeared in tv program tv regular tv appearance actor
who does  e1  play for	sports pro athlete teams basketball basketball roster position team
where is wellsville  e1 	base aareas schema administrative area administrative parent
where was  e1  born	people person place of birth
what money is used in  e1 	location country currency used
who does  e1  play for in 2009	base schemastaging athlete extra salary base schemastaging athlete salary team
what is  e1 	people person employment history business employment tenure company
where is  e1  now	american football football player current team american football football roster position team
what influenced  e1   s poetry	influence influence node influenced by
what kind of money to take to  e1 	location country currency used
what type of government does the  e1  have	location country form of government
when were the  e1  started	sports sports team founded
who are the senators of  e1  2013	government political district representatives government government position held office holder
who played  e1  last night	sports sports league teams sports sports league participation team
what do they speak in  e1 	location country languages spoken
where is the main headquarters of the  e1 	organization organization headquarters location mailing address citytown
what money do they use in  e1 	location country currency used
who did  e1  play for	user cheunger sports test team athlete member of roster user cheunger sports test roster membership roster
what kind of language does  e1  speak	location country official language
what language do  e1  people speak	location country languages spoken
who were  e1   s parents	media common dedicator dedications media common dedication dedicated to
what happened to  e1 	base disaster2 injured person injuries base disaster2 injury type of event
what sport do the  e1  play	sports sports team sport
who does  e1  play for	base schemastaging athlete extra salary base schemastaging athlete salary team
where is she from  e1 	people person nationality
what language  e1  speak	location country languages spoken
what has  e1  played in	film actor film film performance film
which province is  e1  canada in	location location containedby
what is time zone in  e1 	location location time zones
who is  e1  with now	people person spouse s people marriage spouse
who has  e1  played for	soccer football player current team sports sports team roster team
what  e1  south america	location location adjoin s location adjoining relationship adjoins
in which continent is  e1 	location location containedby
what is modern  e1  language	location country official language
what team did  e1  play for in college	sports pro athlete teams sports sports team roster team
which country does  e1  language come from	location country official language
where is tomb of  e1 	people deceased person place of death
what 6 states border  e1 	location location adjoin s location adjoining relationship adjoins
what is currency in  e1 	location statistical region gdp nominal per capita measurement unit dated money value currency
what currency is used in  e1  2012	location country gdp nominal measurement unit dated money value currency
where is  e1  cars made	organization organization headquarters location mailing address citytown
what kind of money in  e1 	location country currency used
what other languages does  e1  speak	location country official language
what countries does  e1  share borders with	location location adjoin s location adjoining relationship adjoins
what did  e1  die of	people deceased person cause of death
what type of guitar does  e1  play	music guitarist guitars played
what was  e1  wife name	people person spouse s people marriage spouse
what areas did  e1  discover	symbols name source namesakes
what religion was  e1 	people person religion
what team does  e1  play for	american football football player former teams sports sports team roster team
what time zone is  e1 	location location time zones
what region is  e1 	location capital of administrative division capital of location administrative division capital relationship administrative division
what office does  e1  hold	government politician government positions held government government position held basic title
who influenced  e1 	influence influence node influenced by
who was  e1 	people person parents
where does  e1  live	people person places lived people place lived location
where is  e1 	people person places lived people place lived location
what is the language used in  e1 	location country languages spoken
where did  e1  grow up	people person place of birth
what does  e1  play in	award award nominee award nominations award award nomination nominated for
where was  e1  born	people person place of birth
where did  e1  go to high school	people person education education education institution
who did  e1  have a baby with	people person spouse s people marriage spouse
where is port st lucie  e1  on the map	location administrative division first level division of
where did  e1  grow up	people person place of birth
which country does  e1  border 2 the north	location statistical region places imported from location imports and exports imported from
who was the vice president when  e1  was in office	government us president vice president
what were  e1   s parents names	people person parents
what county is  e1  in	location hud county place county
what country was the treaty of  e1  written	location location containedby
where did the  e1  case take place	time event locations
who voice acts  e1 	cvg game character games cvg game performance voice actor
what currency do i bring to  e1 	location country currency used
what is the postcode for  e1 	location citytown postal codes
who does  e1  drive for now	business sponsored recipient sponsorship business sponsorship sponsored by
what countries are located in the  e1 	base aareas schema administrative area administrative parent
what is language in  e1 	location country languages spoken
who speaks  e1  on family guy	cvg game character games cvg game performance voice actor
who played  e1  in private parts	film actor film film performance special performance type
where did  e1  come from	government politician government positions held government government position held jurisdiction of office
where did  e1  live	people person places lived people place lived location
where people speak  e1 	location administrative division country
what currency is best to take to  e1 	location country currency used
what inventions did  e1  made	law inventor inventions
who will  e1  play for in 2013	base schemastaging athlete extra salary base schemastaging athlete salary team
what is the political system of the  e1 	location country form of government
what state was  e1  from	government politician government positions held government government position held jurisdiction of office
on which continent is the  e1  located	location location partially containedby
where did  e1  go to school	people person education education education institution
what year did  e1  win nba championships	sports sports team championships
where is the  e1 	location location containedby
what kind of education did  e1  have	people person education education education institution
what are the traditions in  e1 	olympics olympic participating country athletes olympics olympic athlete affiliation sport
who plays  e1  on the looney tunes show	tv tv character appeared in tv program tv regular tv appearance actor
who is  e1  and why is she famous	people person profession
who is  e1 	people person profession
what religion was  e1 	people person religion
what county is  e1  in	location hud county place county
who plays  e1  on buffy the vampire slayer	tv tv character appeared in tv episodes tv tv guest role actor
what clubs has  e1  played for	soccer football player current team soccer football roster position team
which countries are part of the  e1 	base aareas schema administrative area subdivides place
what is currency in  e1 	location statistical region foreign direct investment net inflows measurement unit dated money value currency
where was the ancient region of  e1 	location location containedby
what are the major religions in  e1 	location statistical region religions location religion percentage religion
who does  e1  play for	base schemastaging athlete extra salary base schemastaging athlete salary team
where did the  e1  football team go	user szaijan fantasy football player nfl team
what form of government does  e1  use	government governmental jurisdiction government bodies
who is married to  e1 	award award winner awards won award award honor award winner
who is liz lemon marrying on  e1 	tv tv series season regular cast tv regular tv appearance character
who does  e1  play for	sports pro athlete teams american football football roster position team
where is  e1 	location location containedby
who did  e1  play for	american football football player former teams sports sports team roster team
when does  e1  start trading	organization organization date founded
what does  e1  play in	tv tv producer programs produced tv tv producer term program
what school did  e1  go to	sports drafted athlete drafted sports sports league draft pick school
who pays social security and  e1 	business brand owner s business company brand relationship company
where did  e1  grow up	people person place of birth
where is  e1  hometown	people person place of birth
where is  e1 	location location containedby
what does  e1  do	people person profession
what teams did  e1  play 4	basketball basketball player player statistics basketball basketball player stats team
what is the president of  e1   s name	business employer employees business employment tenure person
where does  e1  play	base schemastaging athlete extra salary base schemastaging athlete salary team
who did  e1  play for	sports pro athlete teams american football football historical roster position team
what does  e1  do	people person profession
what did  e1  die of	people deceased person cause of death
what blood disease does  e1  have	medicine notable person with medical condition condition
what team did  e1  play for	basketball basketball player player statistics basketball basketball player stats team
what is  e1   s capital city	location country capital
what did  e1 	people person profession
where is  e1  golf masters	location capital of administrative division capital of location administrative division capital relationship administrative division
where are the  e1  located	sports sports team location
what drugs does  e1  do	base popstra celebrity substance abuse base popstra substance abuse substance
what language do  e1  indians speak	film film language
what is the zip code for  e1  tn	location citytown postal codes
what do you speak in  e1 	location country official language
what  s  e1  country code	base aareas schema administrative area short name
who was emperor  e1 	user robert roman empire roman emperor title
what is  e1 	sports sports team sport
who killed  e1 	user alexander misc murdered person murdered by
what team does  e1  play for 2011	sports pro athlete teams sports sports team roster team
what language does  e1  use	location country languages spoken
what is  e1   s parents names	people person parents
where does  e1  live in ny	people person places lived people place lived location
where was the battle of  e1  held	time event locations
who shot and killed  e1 	user alexander misc murdered person murdered by
what awards has  e1  won	award award winner awards won award award honor award
who was  e1  played by	film film character portrayed in films film performance actor
where is the  e1 	organization organization headquarters location mailing address citytown
who did  e1  travel with	people person parents
what school did  e1  attend	people person education education education institution
who did  e1  date	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
where is lake waynoka  e1 	location administrative division first level division of
what food is from  e1 	food beer country region beers from here
what kind of cancer did  e1  died from	people deceased person cause of death
when was the musical  e1  written	theater play soundtracks
what language do  e1  use	location country languages spoken
who does  e1  race for	business sponsored recipient sponsorship business sponsorship sponsored by
what language do they in  e1 	location country official language
what state was  e1  elected from	government politician government positions held government government position held district represented
where does  e1  live	people person places lived people place lived location
who is  e1  in the bible	people person profession
who does  e1  belong to	base aareas schema administrative area administrative parent
what city was  e1  held in	user micahsaul default domain music festival geographical location
what did  e1  do for a living	government politician government positions held government government position held basic title
what kind of  e1  killed larry hagman have	base schemastaging non profit extra classification
where is glastonbury  e1 	time event locations
who is  e1 	people person profession
what was  e1  known for	law inventor us patents
what is the best currency to take to  e1  2013	location country currency used
what kind of government does the  e1  have today	location country form of government
what movies has  e1  starred in	film actor film film performance film
what city became the capital of the  e1 	location country capital
where does  e1  play	sports pro athlete teams sports sports team roster team
what characters does  e1  voice	tv tv actor starring roles tv regular tv appearance character
when did  e1  win the cup	sports sports team championships
what team did  e1  play for	baseball baseball player batting stats baseball batting statistics team
what county is  e1  located in	location location containedby
what does  e1  own 2012	organization organization founder organizations founded
what did  e1  compose	music lyricist lyrics written
what does  e1  do now	people person profession
where was the battle of  e1  ww1	time event locations
what movie is  e1  directing	film writer film
what is the  e1  mascot	sports sports team team mascot
where to stay in  e1  koh samui	location location time zones
what season did  e1  get shot	tv tv character appeared in tv program tv regular tv appearance series
who started  e1 	organization organization founders
which countries are part of the  e1 	location location containedby
who does  e1  play for in the nba	base schemastaging athlete extra salary base schemastaging athlete salary team
what films have  e1  starred in	film actor film film performance film
what language do they speak  e1 	location country official language
where is the  e1 	organization organization headquarters location mailing address state province region
what type of currency does  e1  have	location country currency used
what club did  e1  play for	user cheunger sports test team athlete member of roster user cheunger sports test roster membership roster
what is the closest airport to  e1 	location location nearby airports
what  e1 	organization organization founder organizations founded
where  s  e1 	organization organization headquarters location mailing address state province region
what form of government does  e1 	location country form of government
what team did  e1  play for in 2009	base x2010fifaworldcupsouthafrica world cup participant world cup team base x2010fifaworldcupsouthafrica current world cup squad current club
which country is located directly east of  e1 	base locations countries continent
what team did  e1  retire with	sports drafted athlete drafted sports sports league draft pick team
what kind of government is  e1 	location country form of government
what teams did  e1  own	sports sports team owner teams owned
in what country is  e1 	location location containedby
what movies did  e1  direct	film director film
where did  e1  die	people deceased person place of death
who has  e1  played for	american football football player passing american football player passing statistics team
where did  e1  go to school	people person education education education institution
where is the  e1  located	location location containedby
what did  e1  die off	people deceased person cause of death
what team is  e1  on	sports pro athlete teams sports sports team roster team
what language people speak in  e1 	location country languages spoken
what is the name of the  e1  mascot	sports sports team team mascot
what group is  e1  in	music group member membership music group membership group
where is  e1  spending christmas	people person places lived people place lived location
who does  e1  play for now nov 2010	sports pro athlete teams american football football historical roster position team
who plays  e1 	award award nominated work award nominations award award nomination award nominee
what city was  e1  killed in	people deceased person place of death
what is the capital of  e1  in 2010	location country capital
what currency should i bring to  e1 	location country currency used
what kinda music does  e1  sing	music artist genre
what did  e1  star in	film actor film film performance film
what money does  e1  use	location country currency used
where is  e1 	location hud county place county
what type of government did  e1  have	location country form of government
what is the name of the money used in  e1 	location country currency used
what team did  e1  play for first	basketball basketball player team sports sports team roster team
what is the jurisdiction of the  e1 	government governmental body jurisdiction
what ship did  e1  travel on	boats ship owner ships owned boats ship ownership ship
who was governor of  e1  in 2003	government governmental jurisdiction governing officials government government position held appointed by
what team  e1 	sports pro athlete teams sports sports team roster team
what are popular sports in  e1 	sports sports team location teams
what art movement was  e1  apart of	visual art visual artist associated periods or movements
what years did the  e1  win the championship	sports sports team championships
what other countries does  e1  trade with	location statistical region places imported from location imports and exports imported from
who did the  e1  draft	sports professional sports team draft picks sports sports league draft pick player
what is  e1   s heritage	people person ethnicity
who did  e1  just marry	people person spouse s people marriage spouse
what movies did  e1  do	award award nominee award nominations award award nomination nominated for
where to stay in  e1  tripadvisor	government governmental jurisdiction agencies
who played  e1  on star trek the next generation	tv tv character appeared in tv program tv regular tv appearance actor
what time is in london  e1 	travel transport terminus travel destinations served travel transportation mode of transportation
what languages do they speak in  e1 	location country languages spoken
what did  e1  do	people person profession
what time is in  e1 	location location time zones
when did the  e1  win the championship	sports sports team championships
what team did  e1  play football for	american football football player former teams sports sports team roster team
who is  e1   s husband	base popstra celebrity infidelity victim base popstra infidelity participant
where is wellsville  e1 	location location containedby
what is the time zone in  e1 	location location time zones
what does  e1  people speak	location country languages spoken
where is  e1  located	location hud county place county
who is  e1  and what did he do	people person profession
where was  e1  educated	people person education education education institution
what is the zip code for  e1  in	location citytown postal codes
when did  e1  win the world series	sports sports team championships
when do we change the clocks in 2011 in  e1 	base aareas schema administrative area short name
where is  e1 	location capital of administrative division capital of location administrative division capital relationship administrative division
what are the best places to go in  e1 	travel travel destination tourist attractions
what channel is the mtv  e1  awards on	award award presented by
what is the current time in nigeria  e1 	location location time zones
who played  e1   s boyfriend on seinfeld	fictional universe fictional character romantically involved with fictional universe romantic involvement partner
what are  e1   s sons names	people person children
what religion does  e1  follow	people person religion
what is the  e1  language	location country languages spoken
what team did  e1  play for in college	american football football player former teams sports sports team roster team
what did  e1  identify	base nobelprizes nobel prize winner nobel honor base nobelprizes nobel honor subject area
what did  e1  died from	people deceased person cause of death
where is glastonbury  e1 	location administrative division country
where did  e1  die	people deceased person place of death
what is  e1   s religion	people person religion
where did  e1  grow up	people person places lived people place lived location
who is the voice of family guys  e1 	film film character portrayed in films film performance actor
who did  e1  retire with	sports drafted athlete drafted sports sports league draft pick team
who is  e1  sister	people person sibling s people sibling relationship sibling
who was  e1  and what did he do	people person profession
where did  e1  study acting	people person education education education institution
who does  e1  play for	american football football player former teams sports sports team roster team
where was the battle of  e1  located	location location containedby
who speaks  e1  language	language human language main country
what kind of money do they use in  e1 	location country currency used
what to see near  e1 	travel travel destination tourist attractions
in which province  e1  is located	location location containedby
who plays  e1  in skins uk	tv tv character appeared in tv episodes tv tv guest role actor
who is  e1  wife bio	base popstra celebrity infidelity perpetrator base popstra infidelity victim
what other movies has  e1 	film actor film film performance film
what language do people in  e1  speak	location country official language
where does the band  e1  live	music artist origin
which country does  e1  language come from	freebase linguistic hint adjectival form
what does the  e1  speak	location country languages spoken
what 5 countries border  e1 	location location adjoin s location adjoining relationship adjoins
what religions are in  e1 	location statistical region religions location religion percentage religion
who founded  e1 	organization organization founders
what county is  e1  in	location hud county place county
who plays  e1  in the muppets movie	film film character portrayed in films film performance actor
what office does  e1  hold	government politician government positions held government government position held office position or title
who is the owner of the  e1 	sports professional sports team owner s
which country does  e1  language come from	base aareas schema administrative area adjectival form
who did  e1  play for before celtics	basketball basketball player former teams basketball basketball historical roster position team
where is  e1  located	location hud county place county
what team did  e1  play for first	base daylifetopics daylife id daylife topic name
what political experience did  e1  have	government politician government positions held government government position held office position or title
where was the  e1  located	location location containedby
what movies has  e1 	film actor film film performance film
what do ethnic  e1  look like	people ethnicity included in group
what time zone am i in  e1 	location location time zones
what movies has  e1  been in	film actor film film performance film
what languages are there in  e1 	location country languages spoken
what country speak  e1  as native language	language human language main country
what time zone is birmingham  e1 	location location time zones
what movies did  e1  play in	film actor film film performance film
what is 2pm est in  e1 	location location time zones
what are  e1  people considered	base rosetta languoid local name
where is  e1  arizona	aviation airport serves
what is the currency in  e1  in 2010	location country currency used
what features do islam and  e1  have in common	religion religion is part of
what four countries are in the  e1 	base aareas schema administrative area administrative children
who are  e1   s parents	people person parents
who did  e1  get engaged to	people person spouse s people marriage spouse
what does  e1  do for a living	people person profession
where is  e1  located	location location containedby
what type of government did  e1  have	location country form of government
where does  e1  live	people person places lived people place lived location
what type of currency is used in the  e1 	location country currency used
where is lake waynoka  e1 	base locations states and provences country
who was  e1   s parents	people person parents
where did  e1  happen	location location containedby
what kind of language do  e1  speak	location country languages spoken
what is the jurisdiction of the  e1  supreme court	dataworld gardening hint split to
who invented  e1  code	symbols namesake named after
where is  e1  golf masters	location hud county place county
who was  e1   s first wife	people person spouse s people marriage spouse
who plays  e1  in twilight	film film character portrayed in films film performance actor
what is the money of  e1  called	location statistical region minimum wage measurement unit recurring money value currency
what inspired  e1 	influence influence node influenced by
what is  e1  time zone	location location time zones
what football teams did  e1  play for	american football football player former teams sports sports team roster team
where is port st lucie  e1  on the map	location administrative division country
what other countries does  e1  trade with	base sharing sharing location shared here base sharing sharing relationship locations
what position does  e1 	basketball basketball player position s
where is  e1 	location location containedby
where are  e1  snow blowers made	organization organization headquarters location mailing address citytown
who killed  e1 	people deceased person cause of death
what albums did  e1  play on	music artist album
what is  e1   s mom  s name	people person parents
when did  e1  won the gold medal	olympics olympic athlete country olympics olympic athlete affiliation olympics
what country did  e1  lead	film film country
what year did  e1  get drafted	sports drafted athlete drafted sports sports league draft pick draft
where did prophet  e1  died	people deceased person place of death
who played  e1  on days of our lives	tv tv character appeared in tv program tv regular tv appearance actor
where was battle of  e1  located	time event locations
who is  e1  playing for in 2012	sports pro athlete teams basketball basketball historical roster position team
what movies has  e1  been in	film actor film film performance film
who did  e1  date before seal	people person spouse s people marriage spouse
what language did the  e1  speak	people ethnicity languages spoken
what to do in  e1 	travel travel destination tourist attractions
where did  e1  live	people person nationality
who were the major trade partners of  e1 	location statistical region places exported to location imports and exports exported to
what characters does  e1  voice	fictional universe fictional character creator fictional characters created
what were  e1   s theories	education academic research areas
what type of currency does the  e1  have	location statistical region minimum wage measurement unit recurring money value currency
what team did  e1  play for	basketball basketball player former teams basketball basketball historical roster position team
where to fly into  e1 	travel travel destination how to get here travel transportation transport terminus
where did  e1  jay go to college	sports drafted athlete drafted sports sports league draft pick school
where the queen of  e1  lives	location country capital
what countries did  e1  rule	royalty monarch kingdom
what times is it in  e1 	location location time zones
who did  e1  have a baby with	base popstra celebrity lived with base popstra lived with participant
what province is  e1  canada located in	location location containedby
what does the term prima  e1  mean	fictional universe fictional character occupation
where was  e1  when he got shot	user alexander misc murdered person place murdered
what state is  e1  senator for	government politician government positions held government government position held office position or title
what type of government did  e1  have during the glorious revolution	location country form of government
what state in  e1  in	base biblioness bibs location state
what state did  e1  win	government politician government positions held government government position held jurisdiction of office
what team does  e1  play for 2013	base schemastaging athlete extra salary base schemastaging athlete salary team
who did  e1  sign with 2012	american football football player current team sports sports team roster team
what language do  e1  use	location country official language
where was  e1  an international environmental organization founded	organization organization place founded
what is the name of currency used in  e1 	location statistical region minimum wage measurement unit recurring money value currency
where is  e1  located	location location containedby
where was  e1  really born	people person place of birth
what country did  e1  da gama come from	people person nationality
in which province  e1  is located	location administrative division country
who has  e1  played for	sports pro athlete teams basketball basketball roster position team
where is  e1  located	government political district representatives government government position held jurisdiction of office
what kind of drugs does  e1  do	celebrities celebrity substance abuse problems celebrities substance abuse problem substance
what type of currency does the  e1  have	location statistical region gdp nominal per capita measurement unit dated money value currency
on what continent is  e1  found	base locations countries continent
what type of music did  e1  write	music artist genre
what to do in  e1 	location location contains
what kind of money do the  e1  use	location statistical region minimum wage measurement unit recurring money value currency
who is president of  e1 	business employer employees business employment tenure person
where is  e1  language spoken	language human language countries spoken in
who was the owner of  e1 	base advertisingcharacters product advertising characters
when is  e1  tennis tournament	time recurring event current frequency
who did  e1  have a baby with	base popstra celebrity dated base popstra dated participant
what style of art did  e1  produce	visual art visual artist associated periods or movements
what year did  e1  started his career	sports drafted athlete drafted sports sports league draft pick draft
where did  e1  go	location location containedby
what is the  e1   s capital	location country capital
what region is  e1  in	location location containedby
where is the nation of  e1  located	location location containedby
what kind of language do they speak in  e1 	location country official language
who the voice of  e1 	film film character portrayed in films film performance actor
what are the countries in the  e1 	base aareas schema administrative area administrative children
what year was  e1  drafted	user dylanrocks national football league nfl draft diamond in the rough year drafted
who is  e1  getting married to	fictional universe fictional character married to fictional universe marriage of fictional characters spouses
who  e1 	people person profession
who is  e1 	people person profession
what language did ancient  e1  write in	fictional universe fictional setting languages
where  s  e1 	organization organization headquarters location mailing address citytown
who speaks  e1  on family guy	award award nominated work award nominations award award nomination award nominee
who did  e1  get traded to	american football football player current team sports sports team roster team
what did  e1  died of	people deceased person cause of death
where people speak  e1 	base biblioness bibs location country
where was  e1  born and raised	people person place of birth
what currency does  e1  canada use	location statistical region gdp nominal per capita measurement unit dated money value currency
where  e1  located	dataworld gardening hint split to
where is  e1 	location location containedby
what city is the  e1  in	organization organization headquarters location mailing address citytown
who is  e1  mother	people person parents
when was blessed  e1  born	people person date of birth
in what country do they speak  e1 	location administrative division first level division of
what is there for kids to do in  e1 	travel travel destination tourist attractions
what team did  e1  play for first	basketball basketball player player statistics basketball basketball player stats team
where can i register to vote in  e1 	location hud county place county
what countries did  e1  reign over	people person nationality
where is  e1  ne	location location containedby
what years did  e1  win championships	sports sports team championships
where is the country of  e1 	location location adjoin s location adjoining relationship adjoins
what did  e1  do when he was president	event public speaker speeches or presentations event speech or presentation speech topic
what happened to president  e1 	people deceased person cause of death
what teams did  e1  play for	sports pro athlete teams sports sports team roster team
where to watch tv online for free in  e1 	base datedlocationtest dated location test formed by merger base datedlocationtest dated location merger merger of
what language do the speak in  e1 	location country official language
what country is the  e1  located in	base biblioness bibs location country
what drugs were in  e1  when she died	people deceased person cause of death
what jobs did  e1  do	people person profession
which is faster amd dual core or  e1  dual core	book book subject works
what college did  e1  play basketball for	sports drafted athlete drafted sports sports league draft pick school
what did dr  e1  do	people person profession
what did  e1  speak	people ethnicity languages spoken
what years have the  e1  been in the world series	sports sports team championships
what exactly did  e1  die from	people deceased person cause of death
what do  e1  do as a president	award award winner awards won award award honor honored for
where is glastonbury  e1 	base biblioness bibs location country
what currency do i take to  e1 	location country currency formerly used
who portrayed  e1  in raiders of the lost ark	film film character portrayed in films film performance actor
where did chris  e1  go	people person place of birth
who plays  e1 	tv tv character appeared in tv program tv regular tv appearance actor
what team did  e1  play for in baseball	sports pro athlete teams sports sports team roster team
what are the 5 countries in the  e1 	location country first level divisions
what are the official languages of the  e1 	location country official language
what type of government does  e1  use	location country form of government
what is currency in  e1 	location country currency used
what division did the  e1  play in	american football football team division
who is  e1  parents	people person parents
where does  e1  live now	people person places lived people place lived location
what currency do they accept in  e1 	location country currency used
in which province is  e1 	location location containedby
where is  e1  from sui	people person place of birth
where is  e1  golf masters	location location street address location mailing address state province region
what political party was  e1 	organization organization founder organizations founded
when will  e1  start 2011	time month calendar system
where does  e1  end	geography river mouth
where was  e1  born	people person places lived people place lived location
where did  e1  live	people person places lived people place lived location
what was  e1  known for	people person profession
what kind of language do they speak in  e1 	location country languages spoken
where did  e1  live	people deceased person place of death
what are the holidays of  e1 	religion religion holidays
what team does  e1  play for now	basketball basketball player player statistics basketball basketball player stats team
what movies does  e1  act in	film actor film film performance film
what is  e1  abraham lincoln known for	government politician government positions held government government position held office position or title
what did  e1  die of	people deceased person cause of death
what time is the  e1 	time recurring event current frequency
what is time zone in  e1 	location location time zones
what money do you use in  e1 	location country currency used
who does  e1  play for 2012	basketball basketball player team sports sports team roster team
where did  e1  play baseball	sports pro athlete teams baseball baseball historical roster position team
what kind of money does the  e1  use	location country currency used
where is colombia  e1 	location location containedby
what represents  e1 	symbols flag referent flag symbols flag use flag
what college did  e1  go to	people person education education education institution
what do  e1  people speak	base aareas schema administrative area adjectival form
what currency do i take to  e1 	location country currency formerly used
who did  e1  play for	american football football player former teams american football football historical roster position team
when did the  e1  last win the superbowl	sports sports team championships
where the  e1  came from	language human language main country
what degree did  e1  get	people person education education education degree
what was the name of  e1  parents	people person parents
where are you if you re in  e1 	base biblioness bibs location country
who did  e1  get traded to	sports pro athlete teams american football football roster position team
who won 2012 presidential election in  e1 	business employer employees business employment tenure person
what is the capital city of  e1 	location administrative division capital location administrative division capital relationship capital
what kind of artist is  e1 	visual art visual artist art forms
what college did  e1  play basketball for	people person education education education institution
what team did  e1  play for in baseball	baseball baseball player former teams baseball baseball historical roster position team
what religion is  e1 	people person religion
who was  e1   s girlfriend	fictional universe fictional character romantically involved with fictional universe romantic involvement partner
what colleges did  e1  attend	people person education education education institution
in what country is  e1 	location administrative division second level division of
what team does  e1  play for	sports pro athlete teams sports sports team roster team
what countries are located in the  e1 	base aareas schema administrative area subdivides place
what dialects are spoken in the  e1 	location country official language
who is playing bilbo in  e1 	award award winning work awards won award award honor award winner
who is  e1  married to	people person spouse s people marriage spouse
what is the language called in  e1 	location country official language
what team does  e1  play for in 2011	base schemastaging athlete extra salary base schemastaging athlete salary team
what type of planes does  e1  fly	aviation aircraft owner aircraft fleet composition aviation aircraft ownership count aircraft model
where is wellsville  e1 	location administrative division country
where is  e1  located	location hud county place county
